text,category,clean_text,label
Vibration probe on main exhaust fan motor reporting intermittent signal dropouts.,sensor_malfunction,vibration probe on main exhaust fan motor reporting intermittent signal dropouts,5
Exhaust stack guy wires rusted down to 50% strand diameter near anchor points; immediate replacement needed.,corrosion,exhaust stack guy wires rusted down to 50 strand diameter near anchor points immediate replacement needed,1
HMI touch panel on boiler feed pump unresponsive to operator input.,software_control_fault,hmi touch panel on boiler feed pump unresponsive to operator input,6
Waste heat recovery system throwing unhandled exception in SCADA script.,software_control_fault,waste heat recovery system throwing unhandled exception in scada script,6
"Conveyor drive pulley bearing seized, motor stalled and tripped breaker.",bearing_failure,conveyor drive pulley bearing seized motor stalled and tripped breaker,0
"Main air compressor oil seal leaking past housing, pooling oil in secondary containment.",wear_and_tear,main air compressor oil seal leaking past housing pooling oil in secondary containment,7
Pitting corrosion on turbine flow meter rotor blades causing erratic pulse output readings.,corrosion,pitting corrosion on turbine flow meter rotor blades causing erratic pulse output readings,1
"Tripped feeder breaker for wastewater lift station, motor windings flooded and shorted.",electrical_fault,tripped feeder breaker for wastewater lift station motor windings flooded and shorted,2
"Rotary kiln drive trunnion bearing operating 40 degrees above normal baseline, apply supplemental cooling.",bearing_failure,rotary kiln drive trunnion bearing operating 40 degrees above normal baseline apply supplemental cooling,0
"Exhaust fan #3 motor is humming and pulling high amps, thermal overload relay keeps tripping after 2 mins.",electrical_fault,exhaust fan 3 motor is humming and pulling high amps thermal overload relay keeps tripping after 2 mins,2
"Return line fitting loose on hydraulic power unit HPU-01, weeping fluid during cycle.",hydraulic_leak,return line fitting loose on hydraulic power unit hpu-01 weeping fluid during cycle,3
"Exhaust blower inboard bearing failure, heavy metal flakes found in grease sample.",bearing_failure,exhaust blower inboard bearing failure heavy metal flakes found in grease sample,0
Mixer 1 batch recipe download failing at step 4 due to a PLC memory limit error.,software_control_fault,mixer 1 batch recipe download failing at step 4 due to a plc memory limit error,6
Weeping fitting at the suction line elbow on the primary hydraulic pump skid.,hydraulic_leak,weeping fitting at the suction line elbow on the primary hydraulic pump skid,3
Surface corrosion on conveyor belt idler rollers causing squealing and belt drag.,corrosion,surface corrosion on conveyor belt idler rollers causing squealing and belt drag,1
Feed conveyor belt showing severe fraying and edge cracking along the 50ft section.,wear_and_tear,feed conveyor belt showing severe fraying and edge cracking along the 50ft section,7
Air handler unit 2 VFD faulting on Modbus RTU communication timeout with master controller.,software_control_fault,air handler unit 2 vfd faulting on modbus rtu communication timeout with master controller,6
Gate valve #14 stem threads stripped out from years of frequent cycling.,wear_and_tear,gate valve 14 stem threads stripped out from years of frequent cycling,7
"Air handling unit supply temp sensor reading ambient instead of duct temp, broken wire at terminal block",sensor_malfunction,air handling unit supply temp sensor reading ambient instead of duct temp broken wire at terminal block,5
"Pinpoint leak spraying atomized fluid near the main pump discharge manifold, fire hazard.",hydraulic_leak,pinpoint leak spraying atomized fluid near the main pump discharge manifold fire hazard,3
"Blown 15A control fuse on exhaust fan 3 starter panel, replaced fuse and tested.",electrical_fault,blown 15a control fuse on exhaust fan 3 starter panel replaced fuse and tested,2
"Primary crusher motor bearing failure, severe rumbling and smoke reported by operator.",bearing_failure,primary crusher motor bearing failure severe rumbling and smoke reported by operator,0
"Chiller unit PLC lost time sync, causing erroneous scheduling and premature startup.",software_control_fault,chiller unit plc lost time sync causing erroneous scheduling and premature startup,6
"Hydraulic lift table pump motor smoking under load, thermal breaker tripped.",overheating,hydraulic lift table pump motor smoking under load thermal breaker tripped,4
"Hydraulic cylinder end cap bolts loose, blowing oil past main barrel O-ring seal.",hydraulic_leak,hydraulic cylinder end cap bolts loose blowing oil past main barrel o-ring seal,3
Air handling unit supply fan motor experienced catastrophic winding failure and ground fault.,electrical_fault,air handling unit supply fan motor experienced catastrophic winding failure and ground fault,2
Heavy rust layer on safety relief valve spring; pop-test failed due to binding in the coils.,corrosion,heavy rust layer on safety relief valve spring pop-test failed due to binding in the coils,1
Stoker boiler grate drive shear pin keeps snapping due to binding in worn slide rails.,wear_and_tear,stoker boiler grate drive shear pin keeps snapping due to binding in worn slide rails,7
"SCADA tag update failure for tank 4 level transmitter, showing stale data.",software_control_fault,scada tag update failure for tank 4 level transmitter showing stale data,6
"High vibration and elevated temp on the blower motor DE bearing, needs replacement ASAP.",bearing_failure,high vibration and elevated temp on the blower motor de bearing needs replacement asap,0
"Chilled water pump #3 auxiliary contact welded shut, keeping run status light illuminated while stopped.",electrical_fault,chilled water pump 3 auxiliary contact welded shut keeping run status light illuminated while stopped,2
Exhaust blower #4 breaker tripping immediately upon manual start command.,electrical_fault,exhaust blower 4 breaker tripping immediately upon manual start command,2
"Inlet pressure transducer on feed pump 3 is throwing a 4-20mA loop fault, showing 0 psi.",sensor_malfunction,inlet pressure transducer on feed pump 3 is throwing a 4-20ma loop fault showing 0 psi,5
Pneumatic transfer blower motor cooling fins packed with dust and overheating.,overheating,pneumatic transfer blower motor cooling fins packed with dust and overheating,4
"Catastrophic hose rupture on boom lift hydraulic circuit, machine tagged out.",hydraulic_leak,catastrophic hose rupture on boom lift hydraulic circuit machine tagged out,3
"Vacuum pump sliding vanes are worn past service limit, pulling low vacuum on line 2.",wear_and_tear,vacuum pump sliding vanes are worn past service limit pulling low vacuum on line 2,7
Vibration sensor on main exhaust fan #2 throwing high-g false alarms; accelerometer cable frayed.,sensor_malfunction,vibration sensor on main exhaust fan 2 throwing high-g false alarms accelerometer cable frayed,5
"Diesel generator radiator core plugged with debris, coolant temp warning light active.",overheating,diesel generator radiator core plugged with debris coolant temp warning light active,4
Centrifuge 1 vibration interlock tripped falsely due to corrupted scaling parameters in PLC.,software_control_fault,centrifuge 1 vibration interlock tripped falsely due to corrupted scaling parameters in plc,6
Extruder gear pump drive motor drawing high amps and overheating on startup.,overheating,extruder gear pump drive motor drawing high amps and overheating on startup,4
Vane pump casing hot to the touch; bypass valve stuck open causing fluid shear and heat buildup.,overheating,vane pump casing hot to the touch bypass valve stuck open causing fluid shear and heat buildup,4
"Air compressor cooling fan bearing screaming at high RPM, needs replacement ASAP.",bearing_failure,air compressor cooling fan bearing screaming at high rpm needs replacement asap,0
"Fitting loose on manifold block, causing steady seep of hydraulic fluid.",hydraulic_leak,fitting loose on manifold block causing steady seep of hydraulic fluid,3
"Pellet mill main drive motor running at 95C, thermal overload set point needs check.",overheating,pellet mill main drive motor running at 95c thermal overload set point needs check,4
"Assembly line 2 photo-eye sensor lost power, found severed wiring harness inside articulated cable track.",electrical_fault,assembly line 2 photo-eye sensor lost power found severed wiring harness inside articulated cable track,2
"Fresh air makeup unit fan bearing vibrating heavily, unit shaking structural steel frame.",bearing_failure,fresh air makeup unit fan bearing vibrating heavily unit shaking structural steel frame,0
"Severe oxidation on electrical enclosure hinge and latch assembly, door hard to secure properly.",corrosion,severe oxidation on electrical enclosure hinge and latch assembly door hard to secure properly,1
"Discharge temp sensor on #3 main air compressor reading erratic, jumping between 120F and 250F.",sensor_malfunction,discharge temp sensor on 3 main air compressor reading erratic jumping between 120f and 250f,5
Refrigeration unit low side pressure transducer leaking and giving false low reading.,sensor_malfunction,refrigeration unit low side pressure transducer leaking and giving false low reading,5
"Incoming power supply to PLC cabinet dropped phase, causing emergency stop across line 2.",electrical_fault,incoming power supply to plc cabinet dropped phase causing emergency stop across line 2,2
"Boiler feedwater pump 2 inboard bearing running at 95C, needs grease urgently.",overheating,boiler feedwater pump 2 inboard bearing running at 95c needs grease urgently,4
"Main plant PLC rack 2 power supply failing internally, dropping discrete input cards intermittently.",software_control_fault,main plant plc rack 2 power supply failing internally dropping discrete input cards intermittently,6
"Exhaust fan motor running hot to the touch, tripping thermal overload after 20 mins of continuous operation.",overheating,exhaust fan motor running hot to the touch tripping thermal overload after 20 mins of continuous operation,4
Infeed conveyor transfer arm cylinder stuck forward because magnetic reed switch signal not updating in PLC.,software_control_fault,infeed conveyor transfer arm cylinder stuck forward because magnetic reed switch signal not updating in plc,6
Wastewater clarifier drive cage bearing seizing under torque,bearing_failure,wastewater clarifier drive cage bearing seizing under torque,0
"Shattered sight glass on reservoir of hydraulic power unit #9, active leak.",hydraulic_leak,shattered sight glass on reservoir of hydraulic power unit 9 active leak,3
"Pneumatic transfer blower motor bearing seized and smoking, breaker tripped instantly.",overheating,pneumatic transfer blower motor bearing seized and smoking breaker tripped instantly,4
"PLC-3 communication lost with main conveyor 4 HMI panel, restarting node fixed temporarily.",software_control_fault,plc-3 communication lost with main conveyor 4 hmi panel restarting node fixed temporarily,6
"Exhaust fan ductwork bottom panel has rusted through, creating a 3-inch hole and air leak.",corrosion,exhaust fan ductwork bottom panel has rusted through creating a 3-inch hole and air leak,1
Air compressor main drive sleeve bearing making low rumbling noise under load.,bearing_failure,air compressor main drive sleeve bearing making low rumbling noise under load,0
Wastewater lift station telemetry unit rebooting continuously from firmware fault.,software_control_fault,wastewater lift station telemetry unit rebooting continuously from firmware fault,6
"Hydraulic unit #4 filter dp switch stuck closed, replacing pressure differential sensor.",sensor_malfunction,hydraulic unit 4 filter dp switch stuck closed replacing pressure differential sensor,5
Boiler 2 flame safeguard PLC locking out burner sequence on spurious low-gas-pressure bit.,software_control_fault,boiler 2 flame safeguard plc locking out burner sequence on spurious low-gas-pressure bit,6
"Line 2 accumulation roller pneumatic proximity sensor misaligned, failing to detect cartons.",sensor_malfunction,line 2 accumulation roller pneumatic proximity sensor misaligned failing to detect cartons,5
Corrosion on electrical ground strap connecting main transformer to earth grid.,corrosion,corrosion on electrical ground strap connecting main transformer to earth grid,1
"Vacuum pump coupling end bearing dry and chattering, lubricate and inspect race condition.",bearing_failure,vacuum pump coupling end bearing dry and chattering lubricate and inspect race condition,0
SCADA alarm storm triggered by false high-level signal on surge tank level transmitter.,software_control_fault,scada alarm storm triggered by false high-level signal on surge tank level transmitter,6
"Exhaust fan #2 V-belts cracked and stretched, slipping under heavy load.",wear_and_tear,exhaust fan 2 v-belts cracked and stretched slipping under heavy load,7
"Crushed crush washer on the main manifold gauge port, fluid weeping under full load.",hydraulic_leak,crushed crush washer on the main manifold gauge port fluid weeping under full load,3
Exhaust fan motor housing covered in surface rust due to chemical exposure.,corrosion,exhaust fan motor housing covered in surface rust due to chemical exposure,1
Clarithrifier sludge blanket level optical sensor lens fouled with biological growth.,sensor_malfunction,clarithrifier sludge blanket level optical sensor lens fouled with biological growth,5
Stoker grate speed pulse pick-up sensor failing to register RPM.,sensor_malfunction,stoker grate speed pulse pick-up sensor failing to register rpm,5
"Boiler induced draft fan damper actuator linkage bearing seized, preventing auto-modulation.",bearing_failure,boiler induced draft fan damper actuator linkage bearing seized preventing auto-modulation,0
"Air compressor intake valve gasket flattened and leaking pressure, needs replacement.",wear_and_tear,air compressor intake valve gasket flattened and leaking pressure needs replacement,7
Pellet mill die rollers showing uneven wear and pitting on working surface.,wear_and_tear,pellet mill die rollers showing uneven wear and pitting on working surface,7
Air compressor discharge temp switch chattering and tripping unit prematurely.,sensor_malfunction,air compressor discharge temp switch chattering and tripping unit prematurely,5
Stacker crane travel motor bearing failure caused catastrophic jamming of the bridge drive.,bearing_failure,stacker crane travel motor bearing failure caused catastrophic jamming of the bridge drive,0
"Vacuum pump vanes worn down, failing to pull required target mmHg.",wear_and_tear,vacuum pump vanes worn down failing to pull required target mmhg,7
"Agitator tank mixing shaft lower sleeve bearing worn out, causing radial play and seal leakage.",bearing_failure,agitator tank mixing shaft lower sleeve bearing worn out causing radial play and seal leakage,0
Fire water deluge system riser showing heavy external corrosion and flaking paint near floor penetration.,corrosion,fire water deluge system riser showing heavy external corrosion and flaking paint near floor penetration,1
"Centrifuge bowl gasket flattened and brittle, leaking process liquid during high-speed spin.",wear_and_tear,centrifuge bowl gasket flattened and brittle leaking process liquid during high-speed spin,7
"Ventilation fan bearing failure, unit locked out for safety.",bearing_failure,ventilation fan bearing failure unit locked out for safety,0
"Packaging line 4 drive chain stretched beyond tensioner limits, links showing heavy side-wear.",wear_and_tear,packaging line 4 drive chain stretched beyond tensioner limits links showing heavy side-wear,7
"Tank 5 level radar losing signal intermittently, calibration required.",sensor_malfunction,tank 5 level radar losing signal intermittently calibration required,5
Main water pump mechanical seal leaking continuously due to carbon face wear.,wear_and_tear,main water pump mechanical seal leaking continuously due to carbon face wear,7
Intermittent communication timeout between safety PLC and stamping press controller.,software_control_fault,intermittent communication timeout between safety plc and stamping press controller,6
Slewing drive hydraulic motor shaft seal leaking moderately into the gearbox housing.,hydraulic_leak,slewing drive hydraulic motor shaft seal leaking moderately into the gearbox housing,3
"Fire pump diesel engine oil temp gauge pegged max, sender shorted to ground.",sensor_malfunction,fire pump diesel engine oil temp gauge pegged max sender shorted to ground,5
"Ruptured pilot line on hydraulic shear, system pressure drops immediately on command.",hydraulic_leak,ruptured pilot line on hydraulic shear system pressure drops immediately on command,3
"Water booster pump starter contactor pitted badly on L2, causing single-phasing and motor chatter.",electrical_fault,water booster pump starter contactor pitted badly on l2 causing single-phasing and motor chatter,2
Palletizer lift mechanism guide roller bearing seized on track.,bearing_failure,palletizer lift mechanism guide roller bearing seized on track,0
"Booster pump #2 non-drive end bearing failure, loud rumbling and heavy radial vibration.",bearing_failure,booster pump 2 non-drive end bearing failure loud rumbling and heavy radial vibration,0
"Main air compressor intake valve gasket is blown out, causing pressure drop.",wear_and_tear,main air compressor intake valve gasket is blown out causing pressure drop,7
"Slurry pump casing worn through at volute cutwater, urgent repair needed.",wear_and_tear,slurry pump casing worn through at volute cutwater urgent repair needed,7
"Conveyor 7 photo-eye logic inverted in PLC, boxes backing up at merge point.",software_control_fault,conveyor 7 photo-eye logic inverted in plc boxes backing up at merge point,6
Ammonia compressor suction pressure transducer calibration is way off.,sensor_malfunction,ammonia compressor suction pressure transducer calibration is way off,5
Hydraulic press controller threw a watchdog timer fault during high-pressure clamping sequence.,software_control_fault,hydraulic press controller threw a watchdog timer fault during high-pressure clamping sequence,6
Batch mixer 2 discharge gate valve opening prematurely due to inverted bit in PLC register.,software_control_fault,batch mixer 2 discharge gate valve opening prematurely due to inverted bit in plc register,6
"Gearbox breather vent corroded solid, leading to internal pressure build-up and shaft seal blowout.",corrosion,gearbox breather vent corroded solid leading to internal pressure build-up and shaft seal blowout,1
Rotary screw compressor thermal bypass valve failed; oil not passing through cooler.,overheating,rotary screw compressor thermal bypass valve failed oil not passing through cooler,4
Cooling tower fan VFD losing speed reference signal from master PLC.,software_control_fault,cooling tower fan vfd losing speed reference signal from master plc,6
"Blown seal on hydraulic gear pump, fluid spraying onto adjacent wiring harness.",hydraulic_leak,blown seal on hydraulic gear pump fluid spraying onto adjacent wiring harness,3
Mixer agitator gearbox input pinion teeth pitted and worn thin.,wear_and_tear,mixer agitator gearbox input pinion teeth pitted and worn thin,7
Cooling tower fan #2 tripped main breaker; insulation test on feed cable failed with reading below 1 megohm.,electrical_fault,cooling tower fan 2 tripped main breaker insulation test on feed cable failed with reading below 1 megohm,2
"Condensate return pump baseplate completely rusted through, causing severe motor vibration and misalignment.",corrosion,condensate return pump baseplate completely rusted through causing severe motor vibration and misalignment,1
Firmware corruption on the main injection valve actuator caused erratic positioning signals.,software_control_fault,firmware corruption on the main injection valve actuator caused erratic positioning signals,6
"Wastewater lift station submersible pump lower bearing failed, high stator winding temps.",bearing_failure,wastewater lift station submersible pump lower bearing failed high stator winding temps,0
Line 4 accumulation table motor PLC logic failing to sequence stop zones properly.,software_control_fault,line 4 accumulation table motor plc logic failing to sequence stop zones properly,6
"Main boiler flame scanner failing to detect burner ignition, clean lens and check sight tube.",sensor_malfunction,main boiler flame scanner failing to detect burner ignition clean lens and check sight tube,5
Conveyor drive pulley sleeve bearing making loud squealing noise under load,bearing_failure,conveyor drive pulley sleeve bearing making loud squealing noise under load,0
"Feed pump mechanical seal leaking approx 15 drops/min, carbon face worn down from continuous duty.",wear_and_tear,feed pump mechanical seal leaking approx 15 drops min carbon face worn down from continuous duty,7
"Conveyor 4 proximity switch failing to detect pallets, alignment looks good.",sensor_malfunction,conveyor 4 proximity switch failing to detect pallets alignment looks good,5
Rod scraper seal blown on the primary dump cylinder of the material handler.,hydraulic_leak,rod scraper seal blown on the primary dump cylinder of the material handler,3
"Hydraulic power unit motor bearing grease purging out past seal, noisy.",bearing_failure,hydraulic power unit motor bearing grease purging out past seal noisy,0
Emergency backup generator alternator bearing showing high frequency vibration.,bearing_failure,emergency backup generator alternator bearing showing high frequency vibration,0
Hydraulic steering unit gear pump whining loudly and casing is hot.,overheating,hydraulic steering unit gear pump whining loudly and casing is hot,4
"Boiler induced draft fan bearing housing smoking and vibrating excessively, shutdown required.",bearing_failure,boiler induced draft fan bearing housing smoking and vibrating excessively shutdown required,0
Elevator lift PLC threw a safety circuit feedback mismatch fault during descent.,software_control_fault,elevator lift plc threw a safety circuit feedback mismatch fault during descent,6
"Line 2 main drive motor tripped on overtemp, cooling fan shroud packed with dust.",overheating,line 2 main drive motor tripped on overtemp cooling fan shroud packed with dust,4
Boiler draft fan shaft coupling spider disintegrated.,wear_and_tear,boiler draft fan shaft coupling spider disintegrated,7
HVAC exhaust damper actuator positioner lost calibration data in EEPROM.,software_control_fault,hvac exhaust damper actuator positioner lost calibration data in eeprom,6
Conveyor line 5 safety circuit open due to intermittent ground fault in emergency stop loop.,electrical_fault,conveyor line 5 safety circuit open due to intermittent ground fault in emergency stop loop,2
Heavy scale build-up inside 4-inch recirculation water pipe restricting flow by approx 40%.,corrosion,heavy scale build-up inside 4-inch recirculation water pipe restricting flow by approx 40,1
"Palletizer lift table optical sensor blocked by dust, clean lens and realign.",sensor_malfunction,palletizer lift table optical sensor blocked by dust clean lens and realign,5
"Rod end seal failing on the dump gate cylinder, pooling oil in the pit.",hydraulic_leak,rod end seal failing on the dump gate cylinder pooling oil in the pit,3
"Cooling fan on main hydraulic press motor is missing shroud fins, causing localized thermal spikes.",overheating,cooling fan on main hydraulic press motor is missing shroud fins causing localized thermal spikes,4
"Slow drip from pump shaft seal on hydraulic power pack #1, placing drip pan.",hydraulic_leak,slow drip from pump shaft seal on hydraulic power pack 1 placing drip pan,3
"Rotary airlock feeder rotor tips worn down, causing air leak into the pneumatic line.",wear_and_tear,rotary airlock feeder rotor tips worn down causing air leak into the pneumatic line,7
Air compressor discharge temp element broken wire at terminal block.,sensor_malfunction,air compressor discharge temp element broken wire at terminal block,5
"TE-405 lube oil temp RTD reading open circuit, compressor tripped on high temp interlock.",sensor_malfunction,te-405 lube oil temp rtd reading open circuit compressor tripped on high temp interlock,5
"JIC fitting on suction line vibrating loose, weeping fluid constantly.",hydraulic_leak,jic fitting on suction line vibrating loose weeping fluid constantly,3
"Rotary valve encoder loose on shaft, position feedback is drifting.",sensor_malfunction,rotary valve encoder loose on shaft position feedback is drifting,5
"Robotic arm controller showing severe insulation breakdown on main power whip, replace cable.",electrical_fault,robotic arm controller showing severe insulation breakdown on main power whip replace cable,2
"Centrifugal compressor intake butterfly valve stem bushing seized, manual override difficult.",wear_and_tear,centrifugal compressor intake butterfly valve stem bushing seized manual override difficult,7
HMI alarm banner flooded with ghost alarms from decommissioned conveyor zone.,software_control_fault,hmi alarm banner flooded with ghost alarms from decommissioned conveyor zone,6
Cooling tower circulation pump bearing housing temp spiked to 92C.,overheating,cooling tower circulation pump bearing housing temp spiked to 92c,4
Vibrating screen suspension springs fatigued and sagging on southeast corner.,wear_and_tear,vibrating screen suspension springs fatigued and sagging on southeast corner,7
"Fitting loose on main lift cylinder port A, weeping oil under full load.",hydraulic_leak,fitting loose on main lift cylinder port a weeping oil under full load,3
Emergency fire suppression valve bonnet heavily corroded and difficult to operate manually.,corrosion,emergency fire suppression valve bonnet heavily corroded and difficult to operate manually,1
Scale accumulation inside pasteurizer heat exchanger plates resulting in elevated discharge temp.,corrosion,scale accumulation inside pasteurizer heat exchanger plates resulting in elevated discharge temp,1
"Desiccant dryer purge valve seat worn, continuous bleed air loss.",wear_and_tear,desiccant dryer purge valve seat worn continuous bleed air loss,7
"Chilled water loop PID loop in HVAC controller stuck in manual mode, won't accept auto setpoint.",software_control_fault,chilled water loop pid loop in hvac controller stuck in manual mode won t accept auto setpoint,6
"Centrifuge bowl assembly main support bearing failed, unbalance trip.",bearing_failure,centrifuge bowl assembly main support bearing failed unbalance trip,0
Extruder temp control PLC lost serial communication with temperature scanner.,software_control_fault,extruder temp control plc lost serial communication with temperature scanner,6
"Main hydraulic unit oil level sensor stuck low, float appears jammed.",sensor_malfunction,main hydraulic unit oil level sensor stuck low float appears jammed,5
"TS-11 motor bearing thermal switch failed closed, preventing motor restart after scheduled shutdown.",sensor_malfunction,ts-11 motor bearing thermal switch failed closed preventing motor restart after scheduled shutdown,5
"Fitting loose on heat exchanger inlet line, fluid pooling in lower cowl.",hydraulic_leak,fitting loose on heat exchanger inlet line fluid pooling in lower cowl,3
Cooling tower pump inboard sleeve bearing shows signs of scoring and metal shavings in oil reservoir.,bearing_failure,cooling tower pump inboard sleeve bearing shows signs of scoring and metal shavings in oil reservoir,0
"Rotary kiln shell scanner infrared sensor lens dirty, false hot spot alarms.",sensor_malfunction,rotary kiln shell scanner infrared sensor lens dirty false hot spot alarms,5
"PLC-2 communication timeout on main conveyor line 3, HMI screen frozen displaying stale data.",software_control_fault,plc-2 communication timeout on main conveyor line 3 hmi screen frozen displaying stale data,6
Extruder barrel zone 3 heater PID loop tuning parameters wiped after power dip.,software_control_fault,extruder barrel zone 3 heater pid loop tuning parameters wiped after power dip,6
Stamping press top dead center resolver lost zero reference.,sensor_malfunction,stamping press top dead center resolver lost zero reference,5
"Packaging line guide rails grooved by continuous product friction, causing jams.",wear_and_tear,packaging line guide rails grooved by continuous product friction causing jams,7
"Gearbox breather port clogged with rust scale and moisture condensation, causing internal pressure build-up and seal leak.",corrosion,gearbox breather port clogged with rust scale and moisture condensation causing internal pressure build-up and seal leak,1
"Hydraulic fluid pooling under the primary shear actuator, torn high-pressure hose.",hydraulic_leak,hydraulic fluid pooling under the primary shear actuator torn high-pressure hose,3
Pallet wrapper turntable PLC logic failing to read home position sensor.,software_control_fault,pallet wrapper turntable plc logic failing to read home position sensor,6
Rust accumulation causing sticking linkage on main steam damper actuator assembly.,corrosion,rust accumulation causing sticking linkage on main steam damper actuator assembly,1
Substation transformer top oil temp reading 85C above ambient; schedule immediate thermographic inspection.,overheating,substation transformer top oil temp reading 85c above ambient schedule immediate thermographic inspection,4
Boiler feed water pump motor humming but not turning; capacitor blown and rotor locked.,electrical_fault,boiler feed water pump motor humming but not turning capacitor blown and rotor locked,2
Rotary airlock valve rotor blades worn down by abrasive iron scale buildup.,corrosion,rotary airlock valve rotor blades worn down by abrasive iron scale buildup,1
"Extruder barrel zone 4 heater band stuck on, temp exceeded setpoint by 40 degrees.",overheating,extruder barrel zone 4 heater band stuck on temp exceeded setpoint by 40 degrees,4
Pasteurizer zone 2 temperature recorder drifting 10F from actual bath thermometer.,sensor_malfunction,pasteurizer zone 2 temperature recorder drifting 10f from actual bath thermometer,5
"Hose rupture on loader arm tilt circuit, lost approx 5 gal fluid before E-stop.",hydraulic_leak,hose rupture on loader arm tilt circuit lost approx 5 gal fluid before e-stop,3
"Catastrophic failure of the main supply hose on the injection molding clamp unit, oil everywhere.",hydraulic_leak,catastrophic failure of the main supply hose on the injection molding clamp unit oil everywhere,3
Split seam on rubber return line leading to oil cooler on punch press #5.,hydraulic_leak,split seam on rubber return line leading to oil cooler on punch press 5,3
Corrosion damage to limit switch arm on overhead crane trolley; travel stop failing intermittently.,corrosion,corrosion damage to limit switch arm on overhead crane trolley travel stop failing intermittently,1
Air dryer dew point monitor continuously indicating wet air despite desiccant bed swap.,sensor_malfunction,air dryer dew point monitor continuously indicating wet air despite desiccant bed swap,5
"CHW loop pressure transducer PT-204 stuck reading 0 psi, control loop going wide open.",sensor_malfunction,chw loop pressure transducer pt-204 stuck reading 0 psi control loop going wide open,5
"Exhaust stack damper actuator motor bearing seized, unit stuck at 50% open.",bearing_failure,exhaust stack damper actuator motor bearing seized unit stuck at 50 open,0
"Exhauster fan bearing seized, belt burned through and snapped in half.",bearing_failure,exhauster fan bearing seized belt burned through and snapped in half,0
Plant air compressor stage 2 intercooler outlet temp reading 240°F.,overheating,plant air compressor stage 2 intercooler outlet temp reading 240 f,4
Main exhaust fan motor tripping internal thermal overload after 20 mins of continuous operation.,overheating,main exhaust fan motor tripping internal thermal overload after 20 mins of continuous operation,4
"Elevator top limit switch failed open, car not stopping correctly at floor 4.",sensor_malfunction,elevator top limit switch failed open car not stopping correctly at floor 4,5
Pinhole spray from a worn rubber hose feeding the index table hydraulic motor.,hydraulic_leak,pinhole spray from a worn rubber hose feeding the index table hydraulic motor,3
Main assembly line PLC power supply fried after a power surge; burnt smell and dead LED indicators.,electrical_fault,main assembly line plc power supply fried after a power surge burnt smell and dead led indicators,2
"Extruder barrel zone 4 heater band stuck on, controller showing runaway temp condition.",overheating,extruder barrel zone 4 heater band stuck on controller showing runaway temp condition,4
"Exhaust fan #3 motor is screaming on startup, high pitch squeal points to dry sleeve bearing.",bearing_failure,exhaust fan 3 motor is screaming on startup high pitch squeal points to dry sleeve bearing,0
Solenoid valve bank 6 control relay mapping scrambled in PLC hardware configuration table.,software_control_fault,solenoid valve bank 6 control relay mapping scrambled in plc hardware configuration table,6
Pasteurizer temperature control PLC module failing to update PID setpoints from SCADA.,software_control_fault,pasteurizer temperature control plc module failing to update pid setpoints from scada,6
"Boiler feed pump #1 bearing temp spiked to 195F, possible lack of lube or spalling.",bearing_failure,boiler feed pump 1 bearing temp spiked to 195f possible lack of lube or spalling,0
Boiler induced draft fan bearing screaming; immediate shutdown required.,bearing_failure,boiler induced draft fan bearing screaming immediate shutdown required,0
Scale build-up in cooling jacket of air compressor #3 leading to high temp trips.,corrosion,scale build-up in cooling jacket of air compressor 3 leading to high temp trips,1
"Palletizer lift chain guide blocks worn flat, causing chain derailment hazard.",wear_and_tear,palletizer lift chain guide blocks worn flat causing chain derailment hazard,7
Leaking banjo fitting on the steering actuator of heavy haul truck 12.,hydraulic_leak,leaking banjo fitting on the steering actuator of heavy haul truck 12,3
Pitting corrosion evident on the impeller vanes of boiler feedwater pump B.,corrosion,pitting corrosion evident on the impeller vanes of boiler feedwater pump b,1
"Cracked hydraulic reservoir weld near return port, weeping oil under pressure.",hydraulic_leak,cracked hydraulic reservoir weld near return port weeping oil under pressure,3
"Pitting on the wetted parts of chemical metering pump MP-05, causing loss of dosing pressure and erratic flow.",corrosion,pitting on the wetted parts of chemical metering pump mp-05 causing loss of dosing pressure and erratic flow,1
Hydraulic power unit electric motor bearing noisy and rumbling under load.,bearing_failure,hydraulic power unit electric motor bearing noisy and rumbling under load,0
Cooling tower fan motor failed insulation test with Megger; winding resistance near zero on phase B to ground.,electrical_fault,cooling tower fan motor failed insulation test with megger winding resistance near zero on phase b to ground,2
"Booster pump drive end bearing locked up, thermal overload tripped instantly.",bearing_failure,booster pump drive end bearing locked up thermal overload tripped instantly,0
"Main air compressor tripped overcurrent protection, phase B winding shorted to ground.",electrical_fault,main air compressor tripped overcurrent protection phase b winding shorted to ground,2
"Centrifugal pump impeller blades are eroded from cavitation, dropping flow by 15%.",wear_and_tear,centrifugal pump impeller blades are eroded from cavitation dropping flow by 15,7
Centrifugal blower motor overheating; phase imbalance measured at 4.2%.,overheating,centrifugal blower motor overheating phase imbalance measured at 4 2,4
"Severe scale build-up inside 4-inch cooling water supply valve, actuator unable to achieve full stroke.",corrosion,severe scale build-up inside 4-inch cooling water supply valve actuator unable to achieve full stroke,1
Chiller compressor #2 control circuit fuse keeps blowing; traced to water ingress in terminal junction box.,electrical_fault,chiller compressor 2 control circuit fuse keeps blowing traced to water ingress in terminal junction box,2
